address,area,price
"Екатеринбург, Чкаловский район, микрорайон Вторчермет, Сызранский пер., 15",42.0,71429
"Екатеринбург, Свердловская область, Екатеринбург, микрорайон Автовокзал",50.0,107960
"Екатеринбург, ул. Михеева, 2",67.1,76006
"Екатеринбург, ул. Шейнкмана, 90",140.0,127143
"Екатеринбург, ул Соболева, д.19",41.0,82927
"Екатеринбург, пос. Мичуринский, Карасьевская ул., 44",44.4,67545
"Екатеринбург, ул. Серова, 45",61.0,93443
"Екатеринбург, ул. Суходольская/Ландау/Ручейная, стр. 3",78.2,61253
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, Парниковая ул., 6",77.0,71429
"Екатеринбург, ул. Чкалова, стр. 22",25.1,96414
"Екатеринбург, Чкаловский район, микрорайон Светлый, 5",30.0,68333
"Екатеринбург, ул. Летчиков, д. 7",34.0,59706
"Екатеринбург, ул. Гастелло, д. 25",38.5,84416
"Екатеринбург, пр-т Ленина, 8",55.5,105838
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 29",42.8,78271
"Екатеринбург, Верх-Исетский район, микрорайон Широкая Речка, ул. Соболева, 19",89.0,67404
"Екатеринбург, ул. Татищева, 54",46.5,87097
"Екатеринбург, Мраморская ул., 2",28.0,89286
"Екатеринбург, Комсомольская ул., 76",88.4,76923
"Екатеринбург, ул. Евгения Савкова/Хрустальногорская/Верхнеуфалейская, стр. 2",29.0,65517
"Екатеринбург, ул. Николая Островского, стр. 1",102.3,71359
"Екатеринбург, микрорайон Академический, ул. Павла Шаманова, 60",45.0,72222
"Екатеринбург, Машинная , 44 к 3",31.0,109355
"Екатеринбург, Кировский район, микрорайон Пионерский, Трамвайный пер., 2к4",67.0,88433
"Екатеринбург, Краснолесья , 163",82.5,65455
"Екатеринбург, Академика Вонсовского , 21 к 2",41.9,78520
"Екатеринбург, ул. Вильгельма де Геннина, 41",39.0,72795
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",119.6,79348
"Екатеринбург, пер. Трактористов, 4",46.0,88913
"Екатеринбург, ул. Чемпионов, 4",42.0,73810
"Екатеринбург, Октябрьский район, микрорайон Кольцово, Ракетная ул., 20",64.7,61808
"Екатеринбург, ул. Евгения Савкова, д. 35/2",22.0,79545
"Екатеринбург, ул. Водоёмная, стр. 10",47.5,78926
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова",40.3,74194
"Екатеринбург, ул. Белинского, 54",136.0,102206
"Екатеринбург, ул. Шейнкмана, стр. 3",113.0,114159
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 31",54.0,70370
"Екатеринбург, ул. Героев России, 35",44.0,77273
"Екатеринбург, ул. Лётчиков, 7",42.0,62381
"Екатеринбург, ул. Юмашева, 11",85.5,97076
"Екатеринбург, Бакинских комиссаров , 113",71.3,86957
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, ул. Старых Большевиков, 3В",58.0,75862
"Екатеринбург, Свердловская область, Екатеринбург, район Кировский, Малышева ул, 154",48.4,71901
"Екатеринбург, ул. Ползунова/Краснофлотцев/Даниловская/Замятина, стр. 1",44.0,79545
"Екатеринбург, ул. Раевского, 18А",83.0,68494
"Екатеринбург, ул. Краснолесья, 149",42.7,77283
"Екатеринбург, ул. Маршала Жукова, 13",128.0,161719
"Екатеринбург, Свердловская область, Екатеринбург, микрорайон Автовокзал",57.2,67213
"Екатеринбург, микрорайон Академический, ул. Павла Шаманова, 9",85.0,94118
"Екатеринбург, ул. Рябинина, 29",55.4,70397
"Екатеринбург, Чкаловский район, микрорайон Светлый",86.3,53279
"Екатеринбург, Машинная ул., 1Бк2",87.3,70527
"Екатеринбург, ул.Педагогическая/Гагарина/Вишневая/Мира/Библиотечная, стр. 48-1",45.5,81758
"Екатеринбург, Ленинский район, микрорайон Европейский, ул. Барвинка, 45",47.0,72340
"Екатеринбург, ул. Крестинского, стр. 61",46.4,75216
"Екатеринбург, ул. Готвальда, 21к2",51.3,75049
"Екатеринбург, Базовый пер., 52",72.0,62500
"Екатеринбург, ул. Чкалова, стр. 22",91.2,85417
"Екатеринбург, ул. Анатолия Мехренцева, 42",40.8,65931
"Екатеринбург, Свердловская область, Екатеринбург, район Ленинский, Краснолесья ул, 26",104.0,55288
"Екатеринбург, Чкаловский район, микрорайон Вторчермет, Братская ул., 27к2",95.0,54737
"Екатеринбург, Октябрьский район, микрорайон Кольцово, Ракетная ул., 18",48.2,53942
"Екатеринбург, ул. Готвальда, 14А",44.0,85227
"Екатеринбург, ул. Евгения Савкова, д. 35",44.7,61521
"Екатеринбург, пос. Мичуринский, Широкореченская ул., 43",50.0,60368
"Екатеринбург, ул. Чемпионов, 5",38.1,78874
"Екатеринбург, Россия, Екатеринбург, ул Индустрии, 66",33.3,81081
"Екатеринбург, микрорайон Юго-Западный, Ясная ул., 22Г",60.9,91133
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, ул. Стачек, 66",20.0,116000
"Екатеринбург, Кировский район, микрорайон Пионерский, ул. Сулимова, 3",94.0,70574
"Екатеринбург, Железнодорожный район, микрорайон Новая Сортировка, ул. Крупносортщиков, 12",78.0,65385
"Екатеринбург, ул. Шаумяна/Московская/Фурманова, стр. 1",64.9,88598
"Екатеринбург, Рощинская улица, 41",81.0,67889
"Екатеринбург, ул. Суходольская/Ландау/Ручейная, стр. 3",43.1,71926
"Екатеринбург, ул. Евгения Савкова, д. 35",69.1,58611
"Екатеринбург, 8 Марта , 194",42.6,100939
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",59.4,72222
"Екатеринбург, Комсомольская ул., 78",74.0,85135
"Екатеринбург, Хрустальногорская ул., 87",83.0,63253
"Екатеринбург, Свердловская область, Екатеринбург, район Октябрьский, Белинского ул, 41",99.8,139279
"Екатеринбург, Верх-Исетский район, микрорайон Широкая Речка, ул. Соболева, 19",96.0,88542
"Екатеринбург, ул. Татищева, 54",43.0,93000
"Екатеринбург, ул. Радищева, 33",107.1,91317
"Екатеринбург, ул. Зои Космодемьянской, д. 44/2",45.0,64222
"Екатеринбург, ул. Чкалова, стр. 22",71.7,82287
"Екатеринбург, ул. Евгения Савкова",89.0,53371
"Екатеринбург, Чкаловский район, микрорайон Светлый, 1",46.3,67387
"Екатеринбург, ул. Белинского, д. 161",92.8,78000
"Екатеринбург, ул. Данилы Зверева, д. 5а",56.0,92857
"Екатеринбург, ул. Анатолия Мехренцева, 42",39.0,70769
"Екатеринбург, Кировский район, микрорайон Пионерский, Трамвайный пер., 2к3",42.0,92143
"Екатеринбург, Московская ул., 55",71.0,119718
"Екатеринбург, ул. Евгения Савкова, 8",35.0,76857
"Екатеринбург, ул. Раевского, 6",108.0,78704
"Екатеринбург, ул. Московская, д. 198",83.8,81742
"Екатеринбург, Свердловская область, Екатеринбург, лесопарк Юго-Западный",90.0,67778
"Екатеринбург, ул. Шаумяна/Московская/Фурманова, стр. 1",65.2,105828
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 78",40.0,67500
"Екатеринбург, ул. Юмашева, 9",52.0,125000
"Екатеринбург, ул. Лучистая/Счастливая/Чемпионов/Новосибирская, ЖР «Солнечный»",57.9,72539
"Екатеринбург, Светлый Микрорайон , 5",43.4,67972
"Екатеринбург, Чкаловский район, микрорайон Светлый, 3",42.0,63095
"Екатеринбург, ул. Куйбышева, 159А",41.0,72927
"Екатеринбург, Рощинская ул., 27",23.0,95652
"Екатеринбург, ул. Щербакова, 5А",55.0,85455
"Екатеринбург, Луганская ул., 6",108.0,70370
"Екатеринбург, Рощинская ул., 44",47.0,62766
"Екатеринбург, микрорайон Елизавет, Мартовская ул., 3",24.0,78750
"Екатеринбург, ул. Шевелева, 7",84.0,96429
"Екатеринбург, ул. Юмашева, д. 1",45.7,96280
"Екатеринбург, ул. Академика Постовского, д. 17а",38.4,78125
"Екатеринбург, Свердловская обл, Екатеринбург, Заречный, ул. Готвальда, 22",88.4,79072
"Екатеринбург, Терновый пер., 8",64.6,60356
"Екатеринбург, ул. Вильгельма де Геннина, 39",42.7,65574
"Екатеринбург, Чкаловский район, микрорайон Светлый",47.9,53664
"Екатеринбург, ул. Дорожная, стр. 16",42.3,69740
"Екатеринбург, ул. Михеева, 2",41.0,80488
"Екатеринбург, ул. Шейнкмана, 90",130.0,92692
"Екатеринбург, Свердловская область, Екатеринбург, Первая линия, метро Ботаническая",84.0,69048
"Екатеринбург, Октябрьский район, микрорайон Лечебный, Волчанский пер., 2А",50.0,59400
"Екатеринбург, ул. Академика Постовского",42.4,75472
"Екатеринбург, Золотистый б-р, 4",33.0,77273
"Екатеринбург, Чкаловский район, микрорайон Светлый, 6",40.8,58248
"Екатеринбург, ул. Омская, ЖК «Основа»",85.3,65651
"Екатеринбург, Свердловская область, Екатеринбург, микрорайон Автовокзал",37.4,77299
"Екатеринбург, ул. Краснолесья/Очеретина, стр. 3",51.7,57060
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",80.6,74194
"Екатеринбург, ул. Шевченко, 18",132.0,143856
"Екатеринбург, Московская улица, 259",45.0,101111
"Екатеринбург, ул. Братская, д. 27, корп. 3",95.1,47319
"Екатеринбург, Свердловская область, Екатеринбург, район Вторчермет, Окружная ул, 8",43.0,59302
"Екатеринбург, Свердловская область, Екатеринбург, район Уктус, Рощинская ул, 27",25.0,90000
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 31",58.0,64655
"Екатеринбург, Волгоградская , 29а",83.0,75301
"Екатеринбург, Свердловская область, Екатеринбург, район Автовокзал, Циолковского ул, 57",52.0,99038
"Екатеринбург, Свердловская область, Екатеринбург, район Центр, Восточная ул, 80",57.6,71163
"Екатеринбург, Свердловская область, Екатеринбург, район Вторчермет, Селькоровская ул, 10А",36.0,80556
"Екатеринбург, Свердловская область, Екатеринбург, район Автовокзал, Онежская ул, 9",44.3,71106
"Екатеринбург, Чкаловский район, микрорайон Солнечный",27.7,97292
"Екатеринбург, ул. Маяковского, стр. 2, лит. Е",46.0,88043
"Екатеринбург, ул. Краснолесья, 20",53.0,58491
"Екатеринбург, б-р. Академика Семихатова, д. 18",54.0,61111
"Екатеринбург, пр-т Ленина, 52к2",57.0,84211
"Екатеринбург, ул. Евгения Савкова, 35",53.4,55925
"Екатеринбург, ул. Амундсена, 118",76.0,65776
"Екатеринбург, Трамвайный пер. , 2 к 3",62.0,92742
"Екатеринбург, ул. Ирбитская, стр. 5",73.5,70204
"Екатеринбург, ул. Чкалова, 241",47.0,70213
"Екатеринбург, ул. Фурманова, д. 124",53.0,94340
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, Совхозная ул., 4",68.6,77974
"Екатеринбург, Верх-Исетский район, микрорайон Широкая Речка, ул. Анатолия Муранова, 18",42.0,67857
"Екатеринбург, ул Республиканская, 5",107.8,41651
"Екатеринбург, Кировский район, микрорайон Пионерский, Флотская ул., 41",45.0,92222
"Екатеринбург, Селькоровская ул., 34",49.2,72154
"Екатеринбург, Кировский район, микрорайон Пионерский, Уральская ул., 57к2",120.0,66667
"Екатеринбург, б-р Академика Семихатова, 18",49.0,60204
"Екатеринбург, Самолётная ул., 31А",39.0,70000
"Екатеринбург, ул. Щербакова, 77к3",39.0,83333
"Екатеринбург, Стачек , 60",40.8,77206
"Екатеринбург, Рутминского , 2",63.3,70932
"Екатеринбург, Стачек , 60",40.8,77206
"Екатеринбург, Золотистый бульвар , 4",27.2,88971
"Екатеринбург, Радищева , 33",86.0,90698
"Екатеринбург, Шаумяна , 87",90.0,113333
"Екатеринбург, 8 Марта , 181 к 6",63.0,97619
"Екатеринбург, Свердловская область, Екатеринбург, Рощинская, 21",23.2,86207
"Екатеринбург, ул. Вильгельма де Геннина, 42",84.1,68371
"Екатеринбург, ул. Машинная, д. 44, корп. 1",75.0,96667
"Екатеринбург, Свердловская область, Екатеринбург, микрорайон Академический",38.0,75789
"Екатеринбург, Рощинская ул., 28",51.0,62000
"Екатеринбург, ул.Стачек, д. 68",20.0,115000
"Екатеринбург, ул. Краснолесья, 24",83.0,74699
"Екатеринбург, ул. Щербакова, 74",41.0,75439
"Екатеринбург, ул Щербакова",86.0,69349
"Екатеринбург, ул. Краснолесья, 30",82.0,58537
"Екатеринбург, ул. Николая Островского, 5",88.5,86893
"Екатеринбург, микрорайон Академический, ул. Павла Шаманова, 17",39.2,70918
"Екатеринбург, ул. Чкалова, 252",34.0,76471
"Екатеринбург, ул. Рябинина, 21",60.0,68167
"Екатеринбург, Чкаловский район, микрорайон Светлый, 6",34.2,61263
"Екатеринбург, ул. Евгения Савкова, 35/2",35.3,62602
"Екатеринбург, ул. Рябинина, 29",64.2,67757
"Екатеринбург, Московская ул., 66",83.0,114458
"Екатеринбург, Свердловская область, Екатеринбург, микрорайон Автовокзал",28.1,87324
"Екатеринбург, Переходный пер., 6",105.0,76577
"Екатеринбург, ул. Радищева, 61",150.0,88000
"Екатеринбург, ул. Евгения Савкова, 4",38.5,88727
"Екатеринбург, ул. Солнечная, стр. 1",41.7,85851
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",64.6,74149
"Екатеринбург, Чкаловский район, микрорайон Светлый",50.0,63000
"Екатеринбург, микрорайон Академический",67.0,66418
"Екатеринбург, ул. Бебеля, 144",42.0,86905
"Екатеринбург, ул. 8 Марта, стр. 197/3",36.0,84722
"Екатеринбург, ул. Ткачей, 13",49.4,105263
"Екатеринбург, ул. Ирбитская, стр. 5",76.7,61838
"Екатеринбург, ул. Евгения Савкова, 8",38.0,67895
"Екатеринбург, ул. Евгения Савкова, д. 4",60.0,60000
"Екатеринбург, ул. Краснолесья/Очеретина, стр. 3",31.6,68157
"Екатеринбург, Свердловская обл, Екатеринбург, Н.Сортировка, ул. Софьи Перовской, 101",48.2,57676
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 75",77.0,62494
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, Совхозная ул., 2",43.2,79861
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 39",73.0,63973
"Екатеринбург, ул.Стачек, д. 68",75.7,77147
"Екатеринбург, ул. Прониной, стр. 27",35.0,58857
"Екатеринбург, Кировский район, микрорайон Пионерский, ул. Данилы Зверева, 7Б",76.0,78289
"Екатеринбург, ул. Евгения Савкова, 4",59.0,64407
"Екатеринбург, Кировский район, микрорайон Пионерский, ул. Данилы Зверева, 7В",60.0,79833
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",101.8,77407
"Екатеринбург, Верх-Исетский район, микрорайон Широкая Речка, ул. Соболева, 19",67.0,68657
"Екатеринбург, ул. Краснолесья, 161",61.0,68033
"Екатеринбург, ул. Краснолесья, 70",39.0,86923
"Екатеринбург, Чкаловский район, микрорайон Ботанический, Родонитовая ул., 20А",36.3,88154
"Екатеринбург, ул. Хохрякова, 74",157.0,100000
"Екатеринбург, Свердловская область, Екатеринбург, район Верх-Исетский, Петра Кожемяко б-р, 16",50.0,61000
"Екатеринбург, Россия, Екатеринбург, ул Евгения Савкова, 31",53.9,74212
"Екатеринбург, мкр. Светлый, стр. 6",34.3,65889
"Екатеринбург, ул. Щербакова, этап 1.4",60.0,66167
"Екатеринбург, ул. Академика Вонсовского, д. 21",69.0,69710
"Екатеринбург, ул. Академика Вонсовского, 21/2",45.0,77600
"Екатеринбург, ул. Академика Вонсовского, 21",71.0,70634
"Екатеринбург, Водоёмная ул., 80к3",67.0,82090
"Екатеринбург, Свердловская область, Екатеринбург, район Ленинский, Разливная ул, 50/2",73.0,67123
"Екатеринбург, Свердловская обл, Екатеринбург, Н.Сортировка, ул. Крупносортщиков, 12",57.6,57292
"Екатеринбург, ул. Шаумяна/Московская/Фурманова, стр. 1",69.9,79542
"Екатеринбург, ул. Татищева, 54",86.0,95337
"Екатеринбург, ул. Степана Разина, 107Ак2",40.0,107250
"Екатеринбург, Машинная ул., 1Бк2",93.9,69728
"Екатеринбург, ул. Чемпионов, д. 4",36.0,75000
"Екатеринбург, ул. Чкалова, 250",103.9,60443
"Екатеринбург, Машинная ул., 1Бк2",87.3,72778
"Екатеринбург, ул. Николая Островского, стр. 1",58.0,78966
"Екатеринбург, микрорайон Академический, ул. Павла Шаманова, 34",79.7,60853
"Екатеринбург, ул. Евгения Савкова, 15",48.0,62479
"Екатеринбург, ул. Евгения Савкова, д. 35",60.8,61678
"Екатеринбург, Россия, Екатеринбург, ул Евгения Савкова, 31",76.8,72917
"Екатеринбург, ул. Счастливая, д. 3",34.1,72727
"Екатеринбург, ул. Героев России, 35",38.0,83421
"Екатеринбург, Свердловская обл, Екатеринбург, Автовокзал, ул. Николая Островского, 7",62.0,90323
"Екатеринбург, ул. 8 марта, д. 204Б",38.1,103937
"Екатеринбург, Свердловская обл, Екатеринбург, Ю-З, ул. Волгоградская, 29а",104.0,61827
"Екатеринбург, ул. Белинского, д. 163б",44.6,90500
"Екатеринбург, ул. Николая Островского, стр. 2",33.6,75893
"Екатеринбург, Евгения Савкова , 15",82.4,57767
"Екатеринбург, Щербакова , 77 к 2",57.3,77661
"Екатеринбург, Чкалова , 231",47.0,75532
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",46.6,77253
"Екатеринбург, мкр. Светлый, д. 1",42.0,63095
"Екатеринбург, ул.Стачек, д. 68",112.5,74489
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, Таганская ул., 91",82.0,75610
"Екатеринбург, ул. 40-летия Комсомола, д. 32Г",72.0,42361
"Екатеринбург, Свердловская область, Екатеринбург, Таватуйская улица, 25к3",40.0,61525
"Екатеринбург, микрорайон ЖБИ, ул. Сыромолотова, 34",75.9,63241
"Екатеринбург, пр-т Ленина, 68А",38.8,67784
"Екатеринбург, ул. Бакинских Комиссаров, 101",42.1,89050
"Екатеринбург, Октябрьский район, микрорайон Кольцово",48.0,52083
"Екатеринбург, пос. Мичуринский, Карасьевская ул., 14",45.0,68889
"Екатеринбург, ул. Сурикова, 53",85.0,90588
"Екатеринбург, ул. Чкалова, 124",43.0,91395
"Екатеринбург, ул. Вильгельма де Геннина, 45",58.9,57725
"Екатеринбург, ул. Рябинина, 18",31.1,73955
"Екатеринбург, Лучистая ул., 2",30.0,92000
"Екатеринбург, Свердловская область, Екатеринбург, микрорайон Уктус",71.0,60563
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 31",56.0,69643
"Екатеринбург, ул. Водоёмная, стр. 10",42.0,79762
"Екатеринбург, ул.Педагогическая/Гагарина/Вишневая/Мира/Библиотечная, стр. 48-1",39.3,81425
"Екатеринбург, Дорожная ул., 25",69.0,65072
"Екатеринбург, микрорайон Юго-Западный, ул. Шаумяна, 20",90.8,90308
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, Совхозная ул., 2",60.0,68333
"Екатеринбург, ул. Суходольская/Ландау/Ручейная, стр. 3",77.0,62987
"Екатеринбург, Свердловская область, Екатеринбург, район Чкаловский, Степана Разина ул, 107Б",44.0,102955
"Екатеринбург, Лукиных , 20",86.0,53488
"Екатеринбург, Рощинская , 37а",39.7,78086
"Екатеринбург, Машинная , 1б к 1",92.0,108587
"Екатеринбург, Рутминского , 2",70.0,78571
"Екатеринбург, Гончарный , 4",60.7,64745
"Екатеринбург, ул. Шевченко, 18",146.0,136986
"Екатеринбург, ул. Евгения Савкова, 31",65.0,75385
"Екатеринбург, ул. Щербакова, этап 1.4",58.6,66553
"Екатеринбург, ул. Бакинских Комиссаров, 93",41.5,86747
"Екатеринбург, Верх-Исетский район, микрорайон Широкая Речка, б-р Петра Кожемяко, 16",32.0,68750
"Екатеринбург, Ухтомская ул., 47",34.0,93824
"Екатеринбург, ул. Репина, 52",58.0,76379
"Екатеринбург, Заводская ул., 92А",74.0,66216
"Екатеринбург, Кировский район, микрорайон Втузгородок, Библиотечная ул., 43",94.0,81809
"Екатеринбург, Рябинина 19",64.0,67188
"Екатеринбург, Свердловская область, Екатеринбург, улица Вильгельма де Геннина",34.0,77941
"Екатеринбург, ул. 8 Марта, 190",95.0,115789
"Екатеринбург, ул. Героев России, 35",90.0,62222
"Екатеринбург, ул. Готвальда, 22",86.2,63805
"Екатеринбург, б-р Академика Семихатова, 18",84.0,54762
"Екатеринбург, ул. Евгения Савкова, д. 33",75.0,63467
"Екатеринбург, ул. Блюхера, д. 5",45.5,78242
"Екатеринбург, Свердловская область, Екатеринбург, Верх-Исетский район",30.0,63333
"Екатеринбург, Рощинская ул., 28",41.3,65763
"Екатеринбург, Широкий пер., 2А",55.0,68000
"Екатеринбург, ул.Стачек, д. 68",165.0,75152
"Екатеринбург, ул. Белинского, 177А",49.6,90726
"Екатеринбург, ул. Краснолесья, жилые дома",57.0,77719
"Екатеринбург, ул. Азина, стр. 1.1",43.6,100229
"Екатеринбург, Октябрьский район, микрорайон Кольцово, ул. Бахчиванджи, 22А",56.0,62500
"Екатеринбург, Кировский район, микрорайон Пионерский, ул. Сулимова, 3/2",47.5,81100
"Екатеринбург, ул. Щербакова, д. 20",93.0,60753
"Екатеринбург, ул Авиационная, 16",53.0,100943
"Екатеринбург, Орджоникидзевский район, микрорайон Уралмаш, ул. Лукиных, 20",87.0,52644
"Екатеринбург, ул. Чкалова, стр. 22",70.9,77574
"Екатеринбург, ул. Гоголя, 57",51.0,100980
"Екатеринбург, Свердловская область, Екатеринбург, улица Чкалова, 260",46.2,67078
"Екатеринбург, ул. Лётчиков, 7",31.5,66032
"Екатеринбург, Самолётная ул., 31А",43.0,80233
"Екатеринбург, ул. Новгородцевой, 15",72.0,75868
"Екатеринбург, Свердловская область, Екатеринбург, район Октябрьский, Ракетная ул, 20",73.2,58607
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",105.1,76879
"Екатеринбург, Свердловская область, Екатеринбург, район Чкаловский, Самолетная ул, 33",30.4,88487
"Екатеринбург, ул. Крауля/Рабочих/Красных Зорь/Лоцмановых, 1 очередь",39.1,90537
"Екатеринбург, Свердловская область, Екатеринбург, район Чкаловский, Эскадронная ул, 29",40.6,73645
"Екатеринбург, Свердловская область, Екатеринбург, район Верх-Исетский, Евгения Савкова ул, 35/2",30.0,76667
"Екатеринбург, Свердловская область, Екатеринбург, район Ленинский, Чкалова ул, 231",109.6,62044
"Екатеринбург, Свердловская область, Екатеринбург, район Октябрьский, Белинского ул, 143",42.0,69762
"Екатеринбург, Свердловская область, Екатеринбург, район Орджоникидзевский, Таганская ул, 53А",46.1,75705
"Екатеринбург, Свердловская область, Екатеринбург, район Октябрьский, Бажова ул, 162",31.8,89623
"Екатеринбург, Свердловская область, Екатеринбург, район Ленинский, Павла Шаманова ул, 26",76.7,76402
"Екатеринбург, Свердловская область, Екатеринбург, район Чкаловский, Щербакова ул, 5А",53.1,96045
"Екатеринбург, ул. Краснолесья, жилые дома",84.0,68690
"Екатеринбург, ул. Краснолесья, 95",39.0,71795
"Екатеринбург, ул. Михеева, 8",60.0,74667
"Екатеринбург, Комсомольская ул., 76",75.0,91333
"Екатеринбург, ул. Краснолесья, 28",45.0,66444
"Екатеринбург, ул. Розы Люксембург, 69/2",59.3,101012
"Екатеринбург, ул. Академика Вонсовского, 75",43.1,81206
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 29",74.0,69595
"Екатеринбург, ул. Щорса, 39",96.1,83143
"Екатеринбург, ул. Михеева, 2",89.0,71348
"Екатеринбург, ул. Блюхера, 97",46.0,79783
"Екатеринбург, Свердловская обл, Екатеринбург, Центр, ул. Шевченко, 18",87.0,120690
"Екатеринбург, Свердловская область, Екатеринбург, район Ленинский, Степана Разина ул, 2",65.4,130887
"Екатеринбург, Комсомольская ул., 78",41.0,86341
"Екатеринбург, Октябрьский район, микрорайон Кольцово, ул. Бахчиванджи, 22А",24.0,77042
"Екатеринбург, ул. Волошина, 2",54.0,66667
"Екатеринбург, Свердловская область, Екатеринбург, улица Краснолесья, 10",38.0,80871
"Екатеринбург, ул. Крестинского, 35",29.4,71429
"Екатеринбург, Чкаловский район, микрорайон Вторчермет, Эскадронная ул., 31",72.0,60397
"Екатеринбург, Чкаловский район, микрорайон Светлый, 2",30.0,71667
"Екатеринбург, пер. Широкий, стр. 2а",54.0,67707
"Екатеринбург, ул. Павлодарская, жилой дом",64.0,57031
"Екатеринбург, пос. Совхозный, ул. Мостовая, стр. 47",25.9,71042
"Екатеринбург, пос. Мичуринский, жилой комплекс Мичуринский",60.0,63333
"Екатеринбург, Гастелло , 32а",77.0,88961
"Екатеринбург, Кузнечная ул., 83",83.0,100000
"Екатеринбург, ул. Краснолесья, 10",33.0,87879
"Екатеринбург, ул. Московская, д. 75",39.0,122821
"Екатеринбург, мкр. Светлый, д. 4",28.1,77580
"Екатеринбург, ул. 8 Марта, 181к6",84.7,88194
"Екатеринбург, ул.Стачек, д. 68",174.4,75115
"Екатеринбург, Свердловская область, Екатеринбург, район Верх-Исетский, Павла Шаманова ул, 60",58.8,68010
"Екатеринбург, микрорайон Академический, жилой комплекс Рябиновый Квартал",39.4,67848
"Екатеринбург, Чкаловский район, микрорайон Рудный, Круговая ул., 18",42.9,49104
"Екатеринбург, ул. Щербакова, 70",40.9,72035
"Екатеринбург, ул. Щербакова, этап 1.4",28.1,85883
"Екатеринбург, ул. Шейнкмана, 119",95.5,176963
"Екатеринбург, ул. 8 марта, 2 этап",56.0,92961
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 41",76.3,64220
"Екатеринбург, Водоёмная ул., 76",46.0,78043
"Екатеринбург, микрорайон Академический, ул. Павла Шаманова",83.0,63855
"Екатеринбург, ул. Новгородцевой, 15",61.8,84288
"Екатеринбург, Верх-Исетский район, микрорайон Широкая Речка, ул. Соболева, 19",45.0,68889
"Екатеринбург, Машинная ул., 44к3",45.0,91111
"Екатеринбург, Переходный пер., 6",74.1,75153
"Екатеринбург, микрорайон Академический, ул. Павла Шаманова, 15",80.4,65299
"Екатеринбург, Верх-Исетский район, микрорайон Широкая Речка, ул. Соболева, 19",72.3,56708
"Екатеринбург, микрорайон Академический, пр-т Академика Сахарова, 31",37.0,68919
"Екатеринбург, Ленинский район, микрорайон Краснолесье",64.0,64844
"Екатеринбург, ул. Чкалова, 239",49.0,71224
"Екатеринбург, Рощинская ул., 27",27.0,84259
"Екатеринбург, микрорайон ЖБИ, ул. Новгородцевой, 17Б",39.8,77889
"Екатеринбург, ул. Гастелло/Дальневосточная/Мраморская/пер. Каслинский, стр. 2",58.9,75382
"Екатеринбург, ул.Стачек, д. 68",138.8,85014
"Екатеринбург, Железнодорожный район, микрорайон Старая Сортировка, Кунарская ул., 36",37.4,68850
"Екатеринбург, ул. Николая Островского, 1",47.5,92632
"Екатеринбург, Чкаловский район, микрорайон Светлый, 5",34.6,72254
"Екатеринбург, Техническая , 149",47.0,68085
"Екатеринбург, Евгения Савкова , 29",60.0,65833
"Екатеринбург, Братская , 27 к 2",93.4,55675
"Екатеринбург, Татищева , 126",41.0,114634
"Екатеринбург, Верх-Исетский бульвар , 18",90.5,111602
"Екатеринбург, Радищева , 61",67.6,90237
"Екатеринбург, Павла Шаманова , 56",39.2,68878
"Екатеринбург, ул. Куйбышева, 41",56.3,104796
"Екатеринбург, ул. Краснолесья, 141",39.7,78086
"Екатеринбург, микрорайон Академический, ул. Павла Шаманова, 7",85.0,64353
"Екатеринбург, ул. 8 Марта, 190",190.0,121053
"Екатеринбург, ул. Чкалова, 252",34.6,85549
"Екатеринбург, Техническая ул., 156",58.0,70690
"Екатеринбург, пер. Трактористов, 4",69.3,84416
"Екатеринбург, Орджоникидзевский район, микрорайон Эльмаш, ул. Старых Большевиков, 3",62.0,74194
