address,price,longitude,latitude
"Санкт-Петербург, Наличная улица, 24к1",164053,30.23175,59.939893
"Санкт-Петербург, городской посёлок Янино-1, Голландская улица, 5",72927,30.577251,59.950501
"Санкт-Петербург, Наличная улица, 26к6",147461,30.229962,59.940384
"Санкт-Петербург, Наличная улица, 26к6",148274,30.229962,59.940384
"Санкт-Петербург, Парашютная улица, 44к1",114583,30.251028,60.030065
"Санкт-Петербург, Фрунзенский район, муниципальный округ Волковское, жилой комплекс Вало, ул. Салова, дом 61, лит. А",119775,30.368554,59.885142
"Санкт-Петербург, Яхтенная улица, 28",168142,30.221482,60.000726
"Санкт-Петербург, Комендантский проспект, 53к3",123853,30.236637,60.031634
"Санкт-Петербург, набережная реки Каменки, 11к2",112860,30.27566,60.056975
"Санкт-Петербург, городской посёлок Янино-1, Голландская улица, 5",71927,30.577251,59.950501
"Санкт-Петербург, Кудрово, Областная улица, 3",92517,30.505386,59.918065
"Санкт-Петербург, Парашютная улица, 42к1",142222,30.251764,60.029458
"Санкт-Петербург, Барочная улица, 4Ас2",300322,30.283681,59.965795
"Санкт-Петербург, Яхтенная улица, 28",168142,30.221482,60.000726
"Санкт-Петербург, улица Оптиков, 37",128788,30.212238,60.002036
"Санкт-Петербург, 10-я Красноармейская улица, 14",192409,30.299761,59.912788
"Санкт-Петербург, улица Корнея Чуковского, 7к3",131481,30.459239,60.029211
"Санкт-Петербург, городской посёлок Янино-1, Новая улица, 12",89783,30.559868,59.948442
"Санкт-Петербург, Московский район, муниципальный округ Московская Застава",205534,30.323854,59.885359
"Санкт-Петербург, Комендантский проспект, 32к3",97050,30.241065,60.019208
"Санкт-Петербург, Сестрорецк, Дубковское шоссе, 38",190013,29.948215,60.091002
"Санкт-Петербург, Малая Разночинная улица, 10",172373,30.289664,59.958778
"Санкт-Петербург, улица Руставели, 28",91525,30.432649,60.008981
"Санкт-Петербург, улица Орджоникидзе, 17",138095,30.332307,59.843661
"Санкт-Петербург, Сестрорецк, жилой комплекс Русские Сезоны",185041,29.954799,60.114082
"Санкт-Петербург, Плесецкая улица, 20к1",125200,30.227959,60.039076
"Санкт-Петербург, улица Передовиков, 1/6",97170,30.474529,59.937508
"Санкт-Петербург, Белоостровская улица, 8",132563,30.321267,59.986088
"Санкт-Петербург, проспект Стачек, 138",109000,30.249096,59.855751
"Санкт-Петербург, Белоостровская улица, 8",143589,30.321267,59.986088
"Санкт-Петербург, Петергофское шоссе, 59",132857,30.134328,59.849071
"Санкт-Петербург, Московский проспект, 65к4",279109,30.315751,59.907451
"Санкт-Петербург, Хасанская улица, 22к2",138272,30.494651,59.936927
"Санкт-Петербург, Пушкин, Сапёрная улица, 36к8",103591,30.388865,59.701855
"Санкт-Петербург, улица Нахимова, 1",113725,30.235496,59.944224
"Санкт-Петербург, Колпино, улица Ижорского Батальона, 18",84095,30.622328,59.737001
"Санкт-Петербург, Парашютная улица, 44к1",115385,30.251028,60.030065
"Санкт-Петербург, Мурино, Воронцовский бульвар, 17",88750,30.424097,60.06271
"Санкт-Петербург, Комендантский проспект, 60к1",129110,30.225614,60.035351
"Санкт-Петербург, Мурино, Воронцовский бульвар, 14к3",96107,30.425831,60.060806
"Санкт-Петербург, набережная Обводного канала, 132",199750,30.291488,59.908529
"Санкт-Петербург, Пушкинский район, территория Гуммолосары, участок 72",104940,30.417872,59.690272
"Санкт-Петербург, городской посёлок Янино-1, Ясная улица, 11к3",83397,30.601164,59.957899
"Санкт-Петербург, Дальневосточный проспект, 27к3",122691,30.452879,59.902677
"Санкт-Петербург, набережная реки Каменки, 11к2",98010,30.27566,60.056975
"Санкт-Петербург, Наличная улица, 26к1",150582,30.231373,59.9407
"Санкт-Петербург, Наличная улица, 26к4",167057,30.228336,59.940722
"Санкт-Петербург, Комендантский проспект, 56",157500,30.230016,60.031584
"Санкт-Петербург, Наличная улица, 26к4",187564,30.228336,59.940722
"Санкт-Петербург, проспект Маршала Блюхера, 7к3",147500,30.370144,59.978818
"Санкт-Петербург, Василеостровский район, муниципальный округ Морской, жилой комплекс Голден Сити",130440,30.19411,59.941164
"Санкт-Петербург, улица Танкиста Хрустицкого, 74",103571,30.254953,59.837408
"Санкт-Петербург, Красное Село, Кингисеппское шоссе, 12к1",77586,30.071257,59.722105
"Санкт-Петербург, проспект Героев, 31",132154,30.152653,59.858787
"Санкт-Петербург, Парашютная улица, 44к1",113227,30.251028,60.030065
"Санкт-Петербург, проспект Римского-Корсакова, 51",103616,30.293868,59.922562
"Санкт-Петербург, проспект Ветеранов, 97",98229,30.206363,59.834194
"Санкт-Петербург, Среднеохтинский проспект, 1к4",118269,30.416506,59.944296
"Санкт-Петербург, набережная реки Каменки, 11к2",98010,30.27566,60.056975
"Санкт-Петербург, набережная Обводного канала, 157-159",107207,30.309427,59.909301
"Санкт-Петербург, Лиговский проспект",122789,30.348064,59.911543
"Санкт-Петербург, Барочная улица, 4АД",251777,30.287481,59.965822
"Санкт-Петербург, Гороховая улица, 56",123134,30.329478,59.923816
"Санкт-Петербург, Учительская улица, 12к1",95339,30.397651,60.033719
"Санкт-Петербург, городской посёлок Янино-1, Голландская улица, 3",60316,30.576191,59.948293
"Санкт-Петербург, Подъездной переулок, 13А",203400,30.333475,59.91706
"Санкт-Петербург, улица Брянцева, 15к2",133047,30.409994,60.041112
"Санкт-Петербург, Фрунзенский район, муниципальный округ Волковское, жилой комплекс Вало, ул. Салова, дом 61, лит. А",113150,30.368554,59.885142
"Санкт-Петербург, улица Есенина, 8к1",103409,30.327995,60.038456
"Санкт-Петербург, проспект Науки, 17к2",196487,30.385595,60.014895
"Санкт-Петербург, Барочная улица, 4Ас2",283342,30.283681,59.965795
"Санкт-Петербург, Большеохтинский проспект, 8",154000,30.40914,59.951146
"Санкт-Петербург, Спасский переулок, 4",132576,30.317737,59.92929
"Санкт-Петербург, 11-я Красноармейская улица, 13",220011,30.299725,59.912382
"Санкт-Петербург, Каменноостровский проспект, 50",154804,30.306642,59.970718
"Санкт-Петербург, улица Асафьева, 2к1",117647,30.322111,60.04853
"Санкт-Петербург, Московский район, муниципальный округ Московская Застава",195076,30.323854,59.885359
"Санкт-Петербург, улица Лидии Зверевой, 3к1",107827,30.252285,60.039948
"Санкт-Петербург, проспект Королёва, 59к4",141970,30.248791,60.029112
"Санкт-Петербург, Парашютная улица, 44к2",127820,30.249465,60.02984
"Санкт-Петербург, Малая Разночинная улица, 10",192037,30.289664,59.958778
"Санкт-Петербург, Полтавский проезд, 3",260294,30.367916,59.927116
"Санкт-Петербург, Средний проспект Васильевского острова, 83с2",220447,30.254181,59.937553
"Санкт-Петербург, Большая Пушкарская улица, 19",104094,30.304765,59.958679
"Санкт-Петербург, улица Димитрова, 20к1",98007,30.392225,59.850233
"Санкт-Петербург, проспект Сизова, 25",138571,30.279208,60.01664
"Санкт-Петербург, Парашютная улица, 44к2",131827,30.249465,60.02984
"Санкт-Петербург, Сестрорецк, жилой комплекс Русские Сезоны",213304,29.954799,60.114082
"Санкт-Петербург, улица Жукова, 1",136506,30.405062,59.962435
"Санкт-Петербург, Парашютная улица, 44к2",117297,30.249465,60.02984
"Санкт-Петербург, Белоостровская улица, 8",156992,30.321267,59.986088
"Санкт-Петербург, Ленинский проспект, 74к1",107421,30.184993,59.860861
"Санкт-Петербург, улица Восстания, 16",128593,30.360011,59.936792
"Санкт-Петербург, Московский проспект, 65к4",214292,30.315751,59.907451
"Санкт-Петербург, проспект Обуховской Обороны, 70",73228,30.428158,59.900543
"Санкт-Петербург, Шуваловский проспект, 53к1",92105,30.230663,60.027269
"Санкт-Петербург, Комендантский проспект, 60к1",129110,30.225614,60.035351
"Санкт-Петербург, Гороховая улица, 17/56",125000,30.316102,59.932171
"Санкт-Петербург, Петергофское шоссе, 57",140761,30.136178,59.848552
"Санкт-Петербург, набережная реки Каменки, 11к2",98730,30.27566,60.056975
"Санкт-Петербург, проспект Королёва, 27к1",99815,30.272327,60.012795
"Санкт-Петербург, Ломоносов, улица Федюнинского, 3к3",75980,29.774696,59.902086
"Санкт-Петербург, Пушкинский район, территория Гуммолосары, участок 72",104940,30.417872,59.690272
"Санкт-Петербург, посёлок Парголово, Заречная улица, 17",106429,30.318491,60.072027
"Санкт-Петербург, Комендантский проспект, 60к1",116698,30.225614,60.035351
"Санкт-Петербург, улица Адмирала Черокова, 18к2",148740,30.142089,59.853482
"Санкт-Петербург, Комендантский проспект, 56",144797,30.230016,60.031584
"Санкт-Петербург, Есенина, 40а к 1",128043,30.347094,60.058057
"Санкт-Петербург, 11-я Красноармейская улица",228560,30.302456,59.912215
"Санкт-Петербург, Барочная улица, 4АД",272013,30.287481,59.965822
"Санкт-Петербург, улица Восстания, 16",128593,30.360011,59.936792
"Санкт-Петербург, 5-й Предпортовый проезд, 2",185000,30.312383,59.840849
"Санкт-Петербург, проспект Обуховской Обороны, 70",73228,30.428158,59.900543
"Санкт-Петербург, Василеостровский район, муниципальный округ Морской, жилой комплекс Голден Сити",132045,30.19411,59.941164
"Санкт-Петербург, Шуваловский проспект, 53к1",92105,30.230663,60.027269
"Санкт-Петербург, Гороховая улица, 17/56",125000,30.316102,59.932171
"Санкт-Петербург, проспект Героев, 31",134413,30.152653,59.858787
"Санкт-Петербург, Петергофское шоссе, 57",140761,30.136178,59.848552
"Санкт-Петербург, проспект Королёва, 27к1",99815,30.272327,60.012795
"Санкт-Петербург, Лиговский проспект",111393,30.348064,59.911543
"Санкт-Петербург, Ломоносов, улица Федюнинского, 3к3",75980,29.774696,59.902086
"Санкт-Петербург, посёлок Парголово, Заречная улица, 17",106429,30.318491,60.072027
"Санкт-Петербург, городской посёлок Янино-1, Голландская улица, 3",60316,30.576191,59.948293
"Санкт-Петербург, улица Адмирала Черокова, 18к2",148740,30.142089,59.853482
"Санкт-Петербург, территория Усть-Славянка, Советский проспект, 34к3",110545,30.554389,59.828215
"Санкт-Петербург, Фрунзенский район, муниципальный округ Волковское, жилой комплекс Вало, ул. Салова, дом 61, лит. А",114150,30.368554,59.885142
"Санкт-Петербург, Галерная улица, 19",179221,30.296276,59.934082
"Санкт-Петербург, Планерная улица, 73к6",115957,30.217799,60.027265
"Санкт-Петербург, Барочная улица, 4АЛ",249696,30.28599,59.965421
"Санкт-Петербург, проспект Испытателей, 15к1",134185,30.287607,60.005225
"Санкт-Петербург, улица Академика Лебедева, 31",133333,30.353651,59.958782
"Санкт-Петербург, Колпино, Понтонная улица, 9к2",98904,30.62594,59.756913
"Санкт-Петербург, Исполкомская улица, 17",177920,30.38352,59.9303
"Санкт-Петербург, Пушкин, Школьная улица, 53",105952,30.415231,59.735786
"Санкт-Петербург, Московский проспект, 183-185",164195,30.319839,59.855331
"Санкт-Петербург, 10-я Красноармейская улица, 14",196366,30.299761,59.912788
"Санкт-Петербург, Барочная улица, 4Ас2",241373,30.283681,59.965795
"Санкт-Петербург, Наличная улица, 26к4",156745,30.228336,59.940722
"Санкт-Петербург, улица Антонова-Овсеенко, 18",135879,30.470989,59.90949
"Санкт-Петербург, Московский район, муниципальный округ Московская Застава",195076,30.323854,59.885359
"Санкт-Петербург, Литейный проспект, 2",190830,30.349402,59.94946
"Санкт-Петербург, Виленский переулок, 15",271429,30.365231,59.939965
"Санкт-Петербург, Малая Разночинная улица, 10",199654,30.289664,59.958778
"Санкт-Петербург, Загородный проспект, 45",88000,30.329864,59.921389
"Санкт-Петербург, городской посёлок Янино-1, Голландская улица, 10к2",94382,30.571816,59.952056
"Санкт-Петербург, Сестрорецк, жилой комплекс Русские Сезоны",170984,29.954799,60.114082
"Санкт-Петербург, Бухарестская улица, 146к1",137887,30.420621,59.832493
"Санкт-Петербург, проспект Героев, 34",122496,30.149015,59.85717
"Санкт-Петербург, Белоостровская улица, 8",161798,30.321267,59.986088
"Санкт-Петербург, посёлок Бугры, Воронцовский бульвар, 5к4",93750,30.419183,60.054105
"Санкт-Петербург, Мурино, Новая улица, 13к1",97368,30.452744,60.039202
"Санкт-Петербург, Московский проспект, 65к4",247987,30.315751,59.907451
"Санкт-Петербург, Мурино, Петровский бульвар, 7",99587,30.431957,60.055812
"Санкт-Петербург, проспект Луначарского, 62к2",88040,30.34359,60.041948
"Санкт-Петербург, Парашютная улица, 44к2",125209,30.249465,60.02984
"Санкт-Петербург, Комендантский проспект, 60к1",119996,30.225614,60.035351
"Санкт-Петербург, Лиговский проспект, 95",152195,30.354621,59.923126
"Санкт-Петербург, Среднерогатская улица, 13к2",146794,30.329783,59.821802
"Санкт-Петербург, улица Шевченко, 17",144318,30.246078,59.934952
"Санкт-Петербург, Выборгское шоссе, 15",146679,30.311862,60.05295
"Санкт-Петербург, посёлок Парголово, улица Архитектора Белова, 5к1",129851,30.316245,60.070047
"Санкт-Петербург, Парашютная улица, 44к2",124172,30.249465,60.02984
"Санкт-Петербург, набережная реки Каменки, 11к2",100620,30.27566,60.056975
"Санкт-Петербург, Варшавская улица, 6к2",190969,30.315266,59.879353
"Санкт-Петербург, улица Доблести, 17к2",100482,30.173593,59.860292
"Санкт-Петербург, Пушкинский район, территория Гуммолосары, участок 72",114030,30.417872,59.690272
"Санкт-Петербург, Красное Село, Кингисеппское шоссе, 12к1",93445,30.071257,59.722105
"Санкт-Петербург, 14-я линия Васильевского острова, 21",86957,30.271842,59.937716
"Санкт-Петербург, Комендантский проспект, 56",131351,30.230016,60.031584
"Санкт-Петербург, Петергоф, улица Дашкевича, 5",88889,29.917968,59.868492
"Санкт-Петербург, проспект Энергетиков, 35к4",130864,30.440015,59.958187
"Санкт-Петербург, Василеостровский район, муниципальный округ Морской, жилой комплекс Голден Сити",141883,30.19411,59.941164
"Санкт-Петербург, проспект Королёва, 59к4",132864,30.248791,60.029112
"Санкт-Петербург, Кронштадт, улица Зосимова, 46",132090,29.755724,59.992672
"Санкт-Петербург, проспект Героев, 31",147452,30.152653,59.858787
"Санкт-Петербург, Комендантский проспект, 53к1",109985,30.234723,60.030272
"Санкт-Петербург, проспект Энгельса, 19",109155,30.328561,60.002094
"Санкт-Петербург, Лиговский проспект",107258,30.348064,59.911543
"Санкт-Петербург, Ломоносов, улица Костылева, 18",96122,29.776996,59.912477
"Санкт-Петербург, территория Каменка",115121,30.22071,60.034376
"Санкт-Петербург, Большая Зеленина улица, 34",220000,30.283798,59.965007
"Санкт-Петербург, городской посёлок Янино-1, Голландская улица, 5",72927,30.577251,59.950501
"Санкт-Петербург, улица Декабристов, 31",97500,30.291748,59.925746
"Санкт-Петербург, проспект Науки, 17к2",196487,30.385595,60.014895
"Санкт-Петербург, Мурино, проспект Авиаторов Балтики, 13",78288,30.441399,60.056279
"Санкт-Петербург, Красное Село, Кингисеппское шоссе, 12к1",93445,30.071257,59.722105
"Санкт-Петербург, Парашютная улица, 44к1",134848,30.251028,60.030065
"Санкт-Петербург, 14-я линия Васильевского острова, 21",86957,30.271842,59.937716
"Санкт-Петербург, Фрунзенский район, муниципальный округ Волковское, жилой комплекс Вало, ул. Салова, дом 61, лит. А",113150,30.368554,59.885142
"Санкт-Петербург, Петергоф, улица Дашкевича, 5",88889,29.917968,59.868492
"Санкт-Петербург, Пискарёвский проспект, 1",252585,30.405511,59.957584
"Санкт-Петербург, Барочная улица, 4АЛ",266343,30.28599,59.965421
"Санкт-Петербург, проспект Энергетиков, 35к4",130864,30.440015,59.958187
"Санкт-Петербург, проспект Королёва, 59к4",132864,30.248791,60.029112
"Санкт-Петербург, 10-я Красноармейская улица, 14",169773,30.299761,59.912788
"Санкт-Петербург, улица Маршала Казакова, 70к1",90000,30.175012,59.866689
"Санкт-Петербург, Кронштадт, улица Зосимова, 46",132090,29.755724,59.992672
"Санкт-Петербург, Московский район, муниципальный округ Московская Застава",202290,30.323854,59.885359
"Санкт-Петербург, Комендантский проспект, 53к1",109985,30.234723,60.030272
"Санкт-Петербург, проспект Энгельса, 19",109155,30.328561,60.002094
"Санкт-Петербург, Малая Разночинная улица, 10",199654,30.289664,59.958778
"Санкт-Петербург, Ломоносов, улица Костылева, 18",96122,29.776996,59.912477
"Санкт-Петербург, Большая Зеленина улица, 34",220000,30.283798,59.965007
"Санкт-Петербург, Сестрорецк, жилой комплекс Русские Сезоны",213304,29.954799,60.114082
"Санкт-Петербург, Парашютная улица, 44к1",134441,30.251028,60.030065
"Санкт-Петербург, Садовая улица, 106",126429,30.288254,59.917565
"Санкт-Петербург, посёлок Парголово, улица Михаила Дудина, 25к2",111538,30.329765,60.071708
"Санкт-Петербург, Малая Разночинная улица, 10",192037,30.289664,59.958778
"Санкт-Петербург, улица Шевченко, 17",144318,30.246078,59.934952
"Санкт-Петербург, набережная реки Каменки, 11к2",100620,30.27566,60.056975
"Санкт-Петербург, Московский проспект, 65к4",178982,30.315751,59.907451
"Санкт-Петербург, территория Каменка",112605,30.22071,60.034376
"Санкт-Петербург, Омская улица, 28",104444,30.312751,59.997401
"Санкт-Петербург, улица Лёни Голикова, 94",99879,30.247991,59.835292
"Санкт-Петербург, Белоостровская улица, 8",141554,30.321267,59.986088
"Санкт-Петербург, проспект Металлистов, 117",126154,30.386745,59.97599
"Санкт-Петербург, улица Грота, 1-3Г",298614,30.291344,59.972474
"Санкт-Петербург, Комендантский проспект, 60к1",119996,30.225614,60.035351
"Санкт-Петербург, проспект Ветеранов, 141к1",92857,30.145035,59.835835
"Санкт-Петербург, посёлок Парголово, Толубеевский проезд, 26к1",106455,30.35287,60.080972
"Санкт-Петербург, набережная реки Каменки, 11к2",98730,30.27566,60.056975
"Санкт-Петербург, Кондратьевский проспект, 68к4",153958,30.392045,59.984557
"Санкт-Петербург, Пискарёвский проспект, 1",166724,30.405511,59.957584
"Санкт-Петербург, Пушкинский район, территория Гуммолосары, участок 72",118530,30.417872,59.690272
"Санкт-Петербург, Среднерогатская улица, 20",127138,30.3382,59.820282
"Санкт-Петербург, набережная реки Мойки, 6",335955,30.322974,59.9417
"Санкт-Петербург, Василеостровский район, муниципальный округ Морской, жилой комплекс Голден Сити",142260,30.19411,59.941164
"Санкт-Петербург, Учебный переулок, 10к1",90657,30.340635,60.037872
"Санкт-Петербург, проспект Металлистов, 117",125776,30.386745,59.97599
"Санкт-Петербург, Парашютная улица, 44к2",130178,30.249465,60.02984
"Санкт-Петербург, проспект Героев, 31",132696,30.152653,59.858787
"Санкт-Петербург, проспект Культуры, 13",101643,30.373639,60.040573
"Санкт-Петербург, Адмиралтейский район, муниципальный округ Измайловское",216113,30.308179,59.907501
"Санкт-Петербург, Адмиралтейский район, муниципальный округ Измайловское",247567,30.308179,59.907501
"Санкт-Петербург, Комендантский проспект, 60к1",125607,30.225614,60.035351
"Санкт-Петербург, Бассейная улица, 1",110048,30.296644,59.864259
"Санкт-Петербург, Парашютная улица, 44к2",130178,30.249465,60.02984
"Санкт-Петербург, городской посёлок Янино-1, Голландская улица, 5",72927,30.577251,59.950501
"Санкт-Петербург, Светлановский проспект, 58к1",132716,30.394183,60.035638
"Санкт-Петербург, проспект Непокорённых, 49к2",121269,30.389054,59.993599
"Санкт-Петербург, Фрунзенский район, муниципальный округ Волковское, жилой комплекс Вало, ул. Салова, дом 61, лит. А",108150,30.368554,59.885142
"Санкт-Петербург, Петергофское шоссе, 78к7",134058,30.110352,59.846341
"Санкт-Петербург, Софийская улица, 42к2",100386,30.412374,59.870456
"Санкт-Петербург, Барочная улица, 4АД",266550,30.287481,59.965822
"Санкт-Петербург, посёлок Шушары, Вилеровский переулок, 8",96647,30.360434,59.810962
"Санкт-Петербург, улица Адмирала Черокова, 18к1",140426,30.139726,59.853125
"Санкт-Петербург, 10-я Красноармейская улица, 14",192409,30.299761,59.912788
"Санкт-Петербург, Загородный проспект, 40",129915,30.33688,59.923721
"Санкт-Петербург, проспект Наставников, 9к1",86351,30.490024,59.93937
"Санкт-Петербург, Московский район, муниципальный округ Московская Застава",200758,30.323854,59.885359
"Санкт-Петербург, Московский проспект, 1/2",247573,30.317162,59.925633
"Санкт-Петербург, Колпино, улица Ремизова, 17",109375,30.614082,59.740693
"Санкт-Петербург, Малая Разночинная улица, 10",211717,30.289664,59.958778
"Санкт-Петербург, Яхтенная улица, 34",151798,30.223324,60.004267
"Санкт-Петербург, территория Каменка",106490,30.22071,60.034376
"Санкт-Петербург, Морская набережная, 31к2",150794,30.215742,59.957498
"Санкт-Петербург, Сестрорецк, жилой комплекс Русские Сезоны",170984,29.954799,60.114082
