longtitude,latitude
59.915982,30.4155
59.909883,30.356346
59.909883,30.356346
60.032281,30.215499
59.863161,30.151926
60.073315,30.24306
59.890631,30.416201
59.89617,30.275264
59.991759,30.327385
59.845785,30.484715
60.027543,30.212679
59.829898,30.346303
59.899248,30.452691
59.863161,30.151926
59.932144,30.268177
60.03256,30.135873
59.990746,30.432559
59.894102,30.447965
59.847033,30.205807
59.824593,30.337419
60.002036,30.212238
59.841975,30.113127
59.847033,30.205807
59.988874,30.298845
59.997307,30.328741
60.002265,30.347642
60.002283,30.264835
59.949469,30.264035
59.848303,30.152851
59.875741,30.332694
60.030852,30.230807
60.010025,30.47831
59.913726,30.438479
60.037378,30.255322
60.008878,30.259984
59.834605,30.156498
60.034394,30.229836
59.934695,30.208681
60.039076,30.227959
59.85167,30.339476
59.858787,30.152653
59.858272,30.149374
59.925218,30.316578
59.846807,30.209606
60.071766,30.235002
59.852447,30.242934
60.043741,30.417836
60.036474,30.226216
59.826655,30.35119
59.901287,30.43158
60.018475,30.273791
59.997307,30.328741
59.858272,30.149374
59.925218,30.316578
59.840686,30.105402
59.885142,30.368554
60.073315,30.24306
60.00146,30.327789
59.944972,30.290742
59.829898,30.346303
60.030065,30.251028
60.036596,30.225758
59.93071,30.352223
59.983211,30.243949
60.027543,30.212679
60.06381,30.434356
60.044307,30.233744
59.845781,30.109309
59.79048,30.166227
59.947171,29.965211
60.036596,30.225758
60.014482,30.341192
59.858272,30.149374
59.79048,30.166227
60.055574,30.26956
59.940835,30.386377
59.928803,30.260406
59.970862,30.280924
59.974703,30.302672
59.956183,30.40676
59.940799,30.390491
60.041099,30.221608
59.965453,30.288487
59.952263,30.394974
59.84329,30.105312
60.03411,30.145018
59.926684,30.376154
60.032281,30.215499
59.915982,30.4155
60.065193,30.424762
59.98485,30.260029
60.01119,30.386736
59.904902,30.322956
59.936458,30.254262
59.944292,30.39651
59.937571,30.3769
59.853523,30.156543
59.863161,30.151926
59.981582,30.320476
59.944292,30.39651
59.958476,30.278633
60.071708,30.329765
59.999813,30.215841
59.761223,30.468195
60.036596,30.225758
59.960692,30.324456
59.972505,30.296653
60.035342,30.232028
59.954354,30.212059
59.98485,30.260029
59.952533,30.392683
59.904058,30.453328
59.934416,30.300794
59.934416,30.300794
59.926278,30.366839
59.847322,30.330699
60.031571,30.233304
60.037072,30.22371
60.003327,30.215787
59.996421,30.214709
60.031,30.238577
59.866689,30.175012
59.811609,30.364045
59.811405,30.367476
59.915052,30.47001
59.73253,30.459024
60.057967,30.422471
59.983211,30.356032
59.998225,30.19765
60.026766,30.254792
59.894102,30.447965
59.829984,30.533557
60.050291,30.424573
59.89255,30.450202
60.004267,30.223324
60.062346,30.440446
60.000726,30.221482
60.074527,30.335335
59.938942,30.201189
59.867037,30.507838
60.379501,33.032158
59.998774,30.298315
60.007105,30.253354
59.864096,30.170862
59.840849,30.312383
60.035351,30.225614
59.998733,30.211924
59.853523,30.156543
59.84974,30.156534
59.863161,30.151926
59.852452,30.156597
59.939095,30.315868
59.915982,30.4155
60.035351,30.225614
59.945986,30.287616
59.834515,30.401846
59.98922,30.298647
59.902799,30.42672
59.967691,30.276109
59.915052,30.47001
59.852018,30.322399
60.036596,30.225758
59.905321,30.342359
59.894102,30.447965
59.948131,30.34978
59.831087,30.545037
59.846807,30.209606
59.843272,30.30242
60.035342,30.232028
60.008378,30.479029
60.058475,30.275965
59.984904,30.407433
60.006336,30.294246
59.858069,30.41144
60.080932,30.333035
60.031643,30.440842
59.982532,30.319246
60.055538,30.423891
60.002202,30.268635
59.866689,30.175012
59.896436,30.494256
59.983162,30.236143
59.853812,30.349699
59.850256,30.414153
60.061327,30.291398
60.034376,30.22071
59.932144,30.268177
59.999813,30.215841
59.793441,30.324366
60.069225,30.2374
60.073315,30.24306
60.030052,30.241434
60.005666,30.151683
60.08165,30.321231
59.984445,30.353525
59.866689,30.175012
59.844985,30.398756
59.736666,30.469004
59.932144,30.268177
59.885142,30.368554
59.845785,30.484715
60.034394,30.229836
60.022656,30.326953
59.850156,30.282154
60.081511,30.345477
60.046203,30.363084
59.97599,30.386745
59.847783,30.105483
59.998697,30.305286
60.060312,30.423145
59.85181,30.146203
60.034906,30.454496
59.810962,30.360434
60.004942,30.197075
59.811405,30.367476
59.953462,30.216784
59.8105,30.358287
59.902799,30.42672
59.998801,30.454559
59.85167,30.339476
59.831349,30.324456
59.831272,30.329891
60.07244,30.244299
59.869363,30.459131
59.831349,30.324456
59.847783,30.105483
59.998643,30.194164
59.995125,30.214475
60.002202,30.268635
,
59.79048,30.166227
59.926841,30.384598
59.857992,30.319515
59.997257,30.330529
59.909883,30.356346
59.840849,30.312383
59.89617,30.275264
59.840686,30.105402
59.855331,30.319839
60.046203,30.363084
59.922476,30.484581
59.899058,30.451478
60.002036,30.212238
60.031571,30.233304
59.847114,30.253624
59.97599,30.386745
60.039076,30.227959
60.039076,30.227959
59.932144,30.268177
59.983743,30.358727
59.998801,30.454559
59.900407,30.44925
60.012543,30.387635
60.037072,30.22371
59.840691,30.244515
60.082458,30.26417
60.007375,30.201144
59.894102,30.447965
60.065395,30.431158
59.857992,30.319515
60.039076,30.227959
59.835632,30.511
60.03349,30.296339
59.821802,30.329783
59.963539,30.273171
59.869562,30.416452
59.789258,30.170224
59.819382,30.340976
60.034681,30.243751
59.983707,30.385245
59.69529,30.418411
59.892748,30.449223
59.980128,30.376738
59.831087,30.545037
59.804047,30.379118
60.056081,30.430664
60.029458,30.251764
59.753391,30.375633
59.991759,30.327385
60.027543,30.212679
59.990746,30.432559
59.824593,30.337419
60.020166,30.272426
60.034394,30.229836
59.885142,30.368554
60.04919,30.365671
59.97599,30.386745
59.988185,30.372713
59.766928,30.12795
59.766928,30.12795
59.967736,30.28873
59.912513,30.306822
59.912513,30.306822
59.912134,30.306948
60.027543,30.212679
59.858787,30.152653
59.855331,30.319839
60.030582,30.143966
59.789258,30.170224
59.97599,30.386745
59.939185,30.253265
59.939185,30.253265
60.031175,30.44059
60.071798,30.238972
60.046203,30.363084
59.826696,30.556491
60.018475,30.273791
59.829495,30.538246
59.928803,30.260406
